URL	Stage	Gene	Territory	Territory_eq
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.13 cell pair	A9.13
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.13 cell pair	A9.13*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.15 cell pair	A9.15
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.15 cell pair	A9.15*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.29 cell pair	A9.29
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15299	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	A9.29 cell pair	A9.29*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=19633	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=19633	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=19633	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=19633	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28529	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28529	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28529	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28529	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28539	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28539	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28539	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28539	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28553	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28553	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28553	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28553	Stage 12 (mid gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17744	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17744	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17744	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17744	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21236	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21236	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.33 cell pair	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21236	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21236	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	a9.37 cell pair	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28081	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28081	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a9.33*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28081	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a9.37
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28081	Stage 13 (late gastrula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.65
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.65*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.73
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.73*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.66
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.66*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.74
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=20800	Stage 15 (mid neurula)	KH2012:KH.C1.274 (MYT1; MYT1L)	row III neural plate	a10.74*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.27 cell pair	A10.27
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.27 cell pair	A10.27*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.28 cell pair	A10.28
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.28 cell pair	A10.28*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.31 cell pair	A10.31
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.31 cell pair	A10.31*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.32 cell pair	A10.32
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.32 cell pair	A10.32*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.13 cell pair	A9.13
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.13 cell pair	A9.13*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.15 cell pair	A9.15
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=17699	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.15 cell pair	A9.15*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.27 cell pair	A10.27
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.27 cell pair	A10.27*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.28 cell pair	A10.28
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.28 cell pair	A10.28*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.31 cell pair	A10.31
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.31 cell pair	A10.31*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.32 cell pair	A10.32
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A10.32 cell pair	A10.32*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.13 cell pair	A9.13
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.13 cell pair	A9.13*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.15 cell pair	A9.15
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=21149	Stage 13 (late gastrula)	KH2012:KH.C1.777 (ZEB1; ZEB2; ZNF22)	A9.15 cell pair	A9.15*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.13 cell pair	A9.13
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.13 cell pair	A9.13*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.14 cell pair	A9.14
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.14 cell pair	A9.14*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.15 cell pair	A9.15
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.15 cell pair	A9.15*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.16 cell pair	A9.16
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.16 cell pair	A9.16*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.29 cell pair	A9.29
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.29 cell pair	A9.29*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.30 cell pair	A9.30
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.30 cell pair	A9.30*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.32 cell pair	A9.32
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15280	Stage 12 (mid gastrula)	KH2012:KH.C1.99 (SOX14; SOX2; SOX21)	A9.32 cell pair	A9.32*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15533	Stage 14 (early neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	row III neural plate	a9.49
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15533	Stage 14 (early neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	row III neural plate	a9.49*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15534	Stage 16 (late neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	a10.97 cell pair	a10.97
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15534	Stage 16 (late neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	a10.97 cell pair	a10.97*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=26212	Stage 16 (late neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	a10.97 cell pair	a10.97
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=26212	Stage 16 (late neurula)	KH2012:KH.C10.106 (MITF; TFE3; TFEB)	a10.97 cell pair	a10.97*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.14 cell pair	A9.14
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.14 cell pair	A9.14*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.16 cell pair	A9.16
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.16 cell pair	A9.16*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.29 cell pair	A9.29
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.29 cell pair	A9.29*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.30 cell pair	A9.30
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.30 cell pair	A9.30*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.32 cell pair	A9.32
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=15272	Stage 12 (mid gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	A9.32 cell pair	A9.32*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row III neural plate	a9.33
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row III neural plate	a9.37*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.34
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.34*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.38
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.38*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28627	Stage 13 (late gastrula)	KH2012:KH.C10.113 (ETS1; ETS2; ETV1)	row IV neural plate	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=18596	Stage 12 (mid gastrula)	KH2012:KH.C10.150 (PAX3; PAX6; PAX7)	a9.49 cell pair	a9.49
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=18596	Stage 12 (mid gastrula)	KH2012:KH.C10.150 (PAX3; PAX6; PAX7)	a9.49 cell pair	a9.49*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=18596	Stage 12 (mid gastrula)	KH2012:KH.C10.150 (PAX3; PAX6; PAX7)	a9.50 cell pair	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=18596	Stage 12 (mid gastrula)	KH2012:KH.C10.150 (PAX3; PAX6; PAX7)	a9.50 cell pair	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=23954	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28517	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28537	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.38*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28548	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.50*
https://www.aniseed.fr/aniseed/experiment/show_insitu_by_biomaterial?biomaterial_id=28618	Stage 12 (mid gastrula)	KH2012:KH.C10.367 (SIX1; SIX3; SIX6)	row IV neural plate	a9.34
